region,variable_label,nivel,year,value,variable_code,unidad
Caquetá,Barreras de acceso a servicios de salud,Departamento,2019,4.3,barreras_acceso_salud,porcentaje
Caquetá,Desempleo de larga duración,Departamento,2019,9.2,desempleo_larga_duracion,porcentaje
Caquetá,Hacinamiento crítico,Departamento,2019,8.7,hacinamiento_critico,porcentaje
Caquetá,Inadecuada eliminación de excretas,Departamento,2019,14.3,excretas_inadecuadas,porcentaje
Caquetá,Inasistencia escolar,Departamento,2019,6.2,inasistencia_escolar,porcentaje
Caquetá,Material inadecuado de paredes exteriores,Departamento,2019,12.3,paredes_inadecuadas,porcentaje
Caquetá,Material inadecuado de pisos,Departamento,2019,8.5,pisos_inadecuados,porcentaje
Caquetá,Rezago escolar,Departamento,2019,33.9,rezago_escolar,porcentaje
Caquetá,Sin acceso a fuente de agua mejorada,Departamento,2019,24.0,sin_agua_mejorada,porcentaje
Caquetá,Sin aseguramiento en salud,Departamento,2019,8.6,sin_aseguramiento_salud,porcentaje
Caquetá,Trabajo infantil,Departamento,2019,2.6,trabajo_infantil,porcentaje
Caquetá,Trabajo informal,Departamento,2019,88.8,trabajo_informal,porcentaje
Cauca,Analfabetismo,Departamento,2019,12.6,analfabetismo,porcentaje
Cauca,Bajo logro educativo,Departamento,2019,62.3,bajo_logro_educativo,porcentaje
Cauca,Barreras a servicios para cuidado de la primera infancia,Departamento,2019,6.3,cuidado_primera_infancia,porcentaje
Cauca,Barreras de acceso a servicios de salud,Departamento,2019,6.9,barreras_acceso_salud,porcentaje
Cauca,Desempleo de larga duración,Departamento,2019,11.5,desempleo_larga_duracion,porcentaje
Cauca,Hacinamiento crítico,Departamento,2019,4.5,hacinamiento_critico,porcentaje
Cauca,Inadecuada eliminación de excretas,Departamento,2019,9.6,excretas_inadecuadas,porcentaje
Cauca,Inasistencia escolar,Departamento,2019,3.2,inasistencia_escolar,porcentaje
Cauca,Material inadecuado de paredes exteriores,Departamento,2019,2.7,paredes_inadecuadas,porcentaje
Cauca,Material inadecuado de pisos,Departamento,2019,19.7,pisos_inadecuados,porcentaje
Cauca,Rezago escolar,Departamento,2019,25.3,rezago_escolar,porcentaje
Cauca,Sin acceso a fuente de agua mejorada,Departamento,2019,21.7,sin_agua_mejorada,porcentaje
Cauca,Sin aseguramiento en salud,Departamento,2019,7.9,sin_aseguramiento_salud,porcentaje
Cauca,Trabajo infantil,Departamento,2019,2.7,trabajo_infantil,porcentaje
Cauca,Trabajo informal,Departamento,2019,86.9,trabajo_informal,porcentaje
Cesar,Analfabetismo,Departamento,2019,13.6,analfabetismo,porcentaje
Cesar,Bajo logro educativo,Departamento,2019,49.6,bajo_logro_educativo,porcentaje
Cesar,Barreras a servicios para cuidado de la primera infancia,Departamento,2019,11.2,cuidado_primera_infancia,porcentaje
Cesar,Barreras de acceso a servicios de salud,Departamento,2019,3.8,barreras_acceso_salud,porcentaje
Cesar,Desempleo de larga duración,Departamento,2019,11.3,desempleo_larga_duracion,porcentaje
Cesar,Hacinamiento crítico,Departamento,2019,19.6,hacinamiento_critico,porcentaje
Cesar,Inadecuada eliminación de excretas,Departamento,2019,14.6,excretas_inadecuadas,porcentaje
Cesar,Inasistencia escolar,Departamento,2019,5.0,inasistencia_escolar,porcentaje
Cesar,Material inadecuado de paredes exteriores,Departamento,2019,2.5,paredes_inadecuadas,porcentaje
Cesar,Material inadecuado de pisos,Departamento,2019,9.4,pisos_inadecuados,porcentaje
Cesar,Rezago escolar,Departamento,2019,33.0,rezago_escolar,porcentaje
Cesar,Sin acceso a fuente de agua mejorada,Departamento,2019,9.2,sin_agua_mejorada,porcentaje
Cesar,Sin aseguramiento en salud,Departamento,2019,14.9,sin_aseguramiento_salud,porcentaje
Cesar,Trabajo infantil,Departamento,2019,1.6,trabajo_infantil,porcentaje
Cesar,Trabajo informal,Departamento,2019,86.1,trabajo_informal,porcentaje
Córdoba,Analfabetismo,Departamento,2019,22.8,analfabetismo,porcentaje
Córdoba,Bajo logro educativo,Departamento,2019,57.3,bajo_logro_educativo,porcentaje
Córdoba,Barreras a servicios para cuidado de la primera infancia,Departamento,2019,8.0,cuidado_primera_infancia,porcentaje
Córdoba,Barreras de acceso a servicios de salud,Departamento,2019,12.8,barreras_acceso_salud,porcentaje
Córdoba,Desempleo de larga duración,Departamento,2019,9.4,desempleo_larga_duracion,porcentaje
Córdoba,Hacinamiento crítico,Departamento,2019,14.0,hacinamiento_critico,porcentaje
Córdoba,Inadecuada eliminación de excretas,Departamento,2019,23.8,excretas_inadecuadas,porcentaje
Córdoba,Inasistencia escolar,Departamento,2019,2.6,inasistencia_escolar,porcentaje
Córdoba,Material inadecuado de paredes exteriores,Departamento,2019,4.9,paredes_inadecuadas,porcentaje
Córdoba,Material inadecuado de pisos,Departamento,2019,31.5,pisos_inadecuados,porcentaje
Córdoba,Rezago escolar,Departamento,2019,30.0,rezago_escolar,porcentaje
Córdoba,Sin acceso a fuente de agua mejorada,Departamento,2019,26.5,sin_agua_mejorada,porcentaje
Córdoba,Sin aseguramiento en salud,Departamento,2019,6.9,sin_aseguramiento_salud,porcentaje
Córdoba,Trabajo infantil,Departamento,2019,2.2,trabajo_infantil,porcentaje
Córdoba,Trabajo informal,Departamento,2019,89.5,trabajo_informal,porcentaje
Cundinamarca,Analfabetismo,Departamento,2019,5.4,analfabetismo,porcentaje
Cundinamarca,Bajo logro educativo,Departamento,2019,44.6,bajo_logro_educativo,porcentaje
Cundinamarca,Barreras a servicios para cuidado de la primera infancia,Departamento,2019,8.3,cuidado_primera_infancia,porcentaje
Cundinamarca,Barreras de acceso a servicios de salud,Departamento,2019,2.9,barreras_acceso_salud,porcentaje
Cundinamarca,Desempleo de larga duración,Departamento,2019,13.1,desempleo_larga_duracion,porcentaje
Cundinamarca,Hacinamiento crítico,Departamento,2019,6.5,hacinamiento_critico,porcentaje
Cundinamarca,Inadecuada eliminación de excretas,Departamento,2019,5.6,excretas_inadecuadas,porcentaje
Cundinamarca,Inasistencia escolar,Departamento,2019,2.5,inasistencia_escolar,porcentaje
Cundinamarca,Material inadecuado de paredes exteriores,Departamento,2019,1.9,paredes_inadecuadas,porcentaje
Cundinamarca,Material inadecuado de pisos,Departamento,2019,3.5,pisos_inadecuados,porcentaje
Cundinamarca,Rezago escolar,Departamento,2019,24.4,rezago_escolar,porcentaje
Cundinamarca,Sin acceso a fuente de agua mejorada,Departamento,2019,10.4,sin_agua_mejorada,porcentaje
Cundinamarca,Sin aseguramiento en salud,Departamento,2019,12.8,sin_aseguramiento_salud,porcentaje
Cundinamarca,Trabajo infantil,Departamento,2019,1.5,trabajo_infantil,porcentaje
Cundinamarca,Trabajo informal,Departamento,2019,70.2,trabajo_informal,porcentaje
Chocó,Analfabetismo,Departamento,2019,26.9,analfabetismo,porcentaje
Chocó,Bajo logro educativo,Departamento,2019,63.4,bajo_logro_educativo,porcentaje
Chocó,Barreras a servicios para cuidado de la primera infancia,Departamento,2019,7.8,cuidado_primera_infancia,porcentaje
Chocó,Barreras de acceso a servicios de salud,Departamento,2019,3.2,barreras_acceso_salud,porcentaje
Chocó,Desempleo de larga duración,Departamento,2019,16.6,desempleo_larga_duracion,porcentaje
Chocó,Hacinamiento crítico,Departamento,2019,9.3,hacinamiento_critico,porcentaje
Chocó,Inadecuada eliminación de excretas,Departamento,2019,67.5,excretas_inadecuadas,porcentaje
Chocó,Inasistencia escolar,Departamento,2019,4.8,inasistencia_escolar,porcentaje
Chocó,Material inadecuado de paredes exteriores,Departamento,2019,14.0,paredes_inadecuadas,porcentaje
Chocó,Material inadecuado de pisos,Departamento,2019,2.5,pisos_inadecuados,porcentaje
Chocó,Rezago escolar,Departamento,2019,35.8,rezago_escolar,porcentaje
Chocó,Sin acceso a fuente de agua mejorada,Departamento,2019,67.5,sin_agua_mejorada,porcentaje
Chocó,Sin aseguramiento en salud,Departamento,2019,7.5,sin_aseguramiento_salud,porcentaje
Chocó,Trabajo infantil,Departamento,2019,2.1,trabajo_infantil,porcentaje
Chocó,Trabajo informal,Departamento,2019,89.4,trabajo_informal,porcentaje
Huila,Analfabetismo,Departamento,2019,9.2,analfabetismo,porcentaje
Huila,Bajo logro educativo,Departamento,2019,56.4,bajo_logro_educativo,porcentaje
Huila,Barreras a servicios para cuidado de la primera infancia,Departamento,2019,8.2,cuidado_primera_infancia,porcentaje
Huila,Barreras de acceso a servicios de salud,Departamento,2019,5.0,barreras_acceso_salud,porcentaje
Huila,Desempleo de larga duración,Departamento,2019,10.8,desempleo_larga_duracion,porcentaje
Huila,Hacinamiento crítico,Departamento,2019,6.1,hacinamiento_critico,porcentaje
Huila,Inadecuada eliminación de excretas,Departamento,2019,7.4,excretas_inadecuadas,porcentaje
Huila,Inasistencia escolar,Departamento,2019,4.6,inasistencia_escolar,porcentaje
Huila,Material inadecuado de paredes exteriores,Departamento,2019,1.6,paredes_inadecuadas,porcentaje
Huila,Material inadecuado de pisos,Departamento,2019,7.6,pisos_inadecuados,porcentaje
Huila,Rezago escolar,Departamento,2019,29.3,rezago_escolar,porcentaje
Huila,Sin acceso a fuente de agua mejorada,Departamento,2019,14.4,sin_agua_mejorada,porcentaje
Huila,Sin aseguramiento en salud,Departamento,2019,7.3,sin_aseguramiento_salud,porcentaje
Huila,Trabajo infantil,Departamento,2019,3.6,trabajo_infantil,porcentaje
Huila,Trabajo informal,Departamento,2019,82.5,trabajo_informal,porcentaje
La Guajira,Analfabetismo,Departamento,2019,26.3,analfabetismo,porcentaje
La Guajira,Bajo logro educativo,Departamento,2019,60.9,bajo_logro_educativo,porcentaje
La Guajira,Barreras a servicios para cuidado de la primera infancia,Departamento,2019,13.1,cuidado_primera_infancia,porcentaje
La Guajira,Barreras de acceso a servicios de salud,Departamento,2019,4.7,barreras_acceso_salud,porcentaje
La Guajira,Desempleo de larga duración,Departamento,2019,9.7,desempleo_larga_duracion,porcentaje
La Guajira,Hacinamiento crítico,Departamento,2019,23.7,hacinamiento_critico,porcentaje
La Guajira,Inadecuada eliminación de excretas,Departamento,2019,46.0,excretas_inadecuadas,porcentaje
La Guajira,Inasistencia escolar,Departamento,2019,7.6,inasistencia_escolar,porcentaje
La Guajira,Material inadecuado de paredes exteriores,Departamento,2019,9.3,paredes_inadecuadas,porcentaje
La Guajira,Material inadecuado de pisos,Departamento,2019,40.3,pisos_inadecuados,porcentaje
La Guajira,Rezago escolar,Departamento,2019,37.5,rezago_escolar,porcentaje
La Guajira,Sin acceso a fuente de agua mejorada,Departamento,2019,42.9,sin_agua_mejorada,porcentaje
La Guajira,Sin aseguramiento en salud,Departamento,2019,25.6,sin_aseguramiento_salud,porcentaje
La Guajira,Trabajo infantil,Departamento,2019,2.2,trabajo_infantil,porcentaje
La Guajira,Trabajo informal,Departamento,2019,91.3,trabajo_informal,porcentaje
Magdalena,Analfabetismo,Departamento,2019,17.8,analfabetismo,porcentaje
Magdalena,Bajo logro educativo,Departamento,2019,51.3,bajo_logro_educativo,porcentaje
Magdalena,Barreras a servicios para cuidado de la primera infancia,Departamento,2019,11.2,cuidado_primera_infancia,porcentaje
Magdalena,Barreras de acceso a servicios de salud,Departamento,2019,3.4,barreras_acceso_salud,porcentaje
Magdalena,Desempleo de larga duración,Departamento,2019,9.7,desempleo_larga_duracion,porcentaje
Magdalena,Hacinamiento crítico,Departamento,2019,21.3,hacinamiento_critico,porcentaje
Magdalena,Inadecuada eliminación de excretas,Departamento,2019,33.9,excretas_inadecuadas,porcentaje
Magdalena,Inasistencia escolar,Departamento,2019,4.3,inasistencia_escolar,porcentaje
Magdalena,Material inadecuado de paredes exteriores,Departamento,2019,4.7,paredes_inadecuadas,porcentaje
Magdalena,Material inadecuado de pisos,Departamento,2019,18.3,pisos_inadecuados,porcentaje
Magdalena,Rezago escolar,Departamento,2019,36.2,rezago_escolar,porcentaje
Magdalena,Sin acceso a fuente de agua mejorada,Departamento,2019,19.7,sin_agua_mejorada,porcentaje
Magdalena,Sin aseguramiento en salud,Departamento,2019,14.1,sin_aseguramiento_salud,porcentaje
Magdalena,Trabajo infantil,Departamento,2019,2.0,trabajo_infantil,porcentaje
Magdalena,Trabajo informal,Departamento,2019,84.5,trabajo_informal,porcentaje
Meta,Analfabetismo,Departamento,2019,8.9,analfabetismo,porcentaje
Meta,Bajo logro educativo,Departamento,2019,48.4,bajo_logro_educativo,porcentaje
Meta,Barreras a servicios para cuidado de la primera infancia,Departamento,2019,8.8,cuidado_primera_infancia,porcentaje
Meta,Barreras de acceso a servicios de salud,Departamento,2019,9.5,barreras_acceso_salud,porcentaje
Meta,Desempleo de larga duración,Departamento,2019,12.7,desempleo_larga_duracion,porcentaje
Meta,Hacinamiento crítico,Departamento,2019,6.7,hacinamiento_critico,porcentaje
Meta,Inadecuada eliminación de excretas,Departamento,2019,5.0,excretas_inadecuadas,porcentaje
Meta,Inasistencia escolar,Departamento,2019,3.6,inasistencia_escolar,porcentaje
Meta,Material inadecuado de paredes exteriores,Departamento,2019,2.3,paredes_inadecuadas,porcentaje
Meta,Material inadecuado de pisos,Departamento,2019,5.1,pisos_inadecuados,porcentaje
Meta,Rezago escolar,Departamento,2019,26.0,rezago_escolar,porcentaje
Meta,Sin acceso a fuente de agua mejorada,Departamento,2019,10.8,sin_agua_mejorada,porcentaje
Meta,Sin aseguramiento en salud,Departamento,2019,10.8,sin_aseguramiento_salud,porcentaje
Meta,Trabajo infantil,Departamento,2019,2.1,trabajo_infantil,porcentaje
Meta,Trabajo informal,Departamento,2019,75.8,trabajo_informal,porcentaje
Nariño,Analfabetismo,Departamento,2019,13.2,analfabetismo,porcentaje
Nariño,Bajo logro educativo,Departamento,2019,67.6,bajo_logro_educativo,porcentaje
Nariño,Barreras a servicios para cuidado de la primera infancia,Departamento,2019,4.2,cuidado_primera_infancia,porcentaje
Nariño,Barreras de acceso a servicios de salud,Departamento,2019,8.0,barreras_acceso_salud,porcentaje
Nariño,Desempleo de larga duración,Departamento,2019,9.6,desempleo_larga_duracion,porcentaje
Nariño,Hacinamiento crítico,Departamento,2019,7.9,hacinamiento_critico,porcentaje
Nariño,Inadecuada eliminación de excretas,Departamento,2019,16.9,excretas_inadecuadas,porcentaje
Nariño,Inasistencia escolar,Departamento,2019,3.1,inasistencia_escolar,porcentaje
Nariño,Material inadecuado de paredes exteriores,Departamento,2019,4.4,paredes_inadecuadas,porcentaje
Nariño,Material inadecuado de pisos,Departamento,2019,8.0,pisos_inadecuados,porcentaje
Nariño,Rezago escolar,Departamento,2019,27.9,rezago_escolar,porcentaje
Nariño,Sin acceso a fuente de agua mejorada,Departamento,2019,23.0,sin_agua_mejorada,porcentaje
Nariño,Sin aseguramiento en salud,Departamento,2019,6.3,sin_aseguramiento_salud,porcentaje
Nariño,Trabajo infantil,Departamento,2019,4.6,trabajo_infantil,porcentaje
Nariño,Trabajo informal,Departamento,2019,89.1,trabajo_informal,porcentaje
Norte de Santander,Analfabetismo,Departamento,2019,10.3,analfabetismo,porcentaje
Norte de Santander,Bajo logro educativo,Departamento,2019,48.8,bajo_logro_educativo,porcentaje
Norte de Santander,Barreras a servicios para cuidado de la primera infancia,Departamento,2019,8.5,cuidado_primera_infancia,porcentaje
Norte de Santander,Barreras de acceso a servicios de salud,Departamento,2019,6.4,barreras_acceso_salud,porcentaje
Norte de Santander,Desempleo de larga duración,Departamento,2019,10.6,desempleo_larga_duracion,porcentaje
Norte de Santander,Hacinamiento crítico,Departamento,2019,13.7,hacinamiento_critico,porcentaje
Norte de Santander,Inadecuada eliminación de excretas,Departamento,2019,9.0,excretas_inadecuadas,porcentaje
Norte de Santander,Inasistencia escolar,Departamento,2019,4.7,inasistencia_escolar,porcentaje
Norte de Santander,Material inadecuado de paredes exteriores,Departamento,2019,4.1,paredes_inadecuadas,porcentaje
Norte de Santander,Material inadecuado de pisos,Departamento,2019,4.6,pisos_inadecuados,porcentaje
Norte de Santander,Rezago escolar,Departamento,2019,28.8,rezago_escolar,porcentaje
Norte de Santander,Sin acceso a fuente de agua mejorada,Departamento,2019,13.5,sin_agua_mejorada,porcentaje
Norte de Santander,Sin aseguramiento en salud,Departamento,2019,17.5,sin_aseguramiento_salud,porcentaje
Norte de Santander,Trabajo infantil,Departamento,2019,3.2,trabajo_infantil,porcentaje
Norte de Santander,Trabajo informal,Departamento,2019,83.7,trabajo_informal,porcentaje
Quindío,Analfabetismo,Departamento,2019,7.5,analfabetismo,porcentaje
Quindío,Bajo logro educativo,Departamento,2019,42.0,bajo_logro_educativo,porcentaje
Quindío,Barreras a servicios para cuidado de la primera infancia,Departamento,2019,4.4,cuidado_primera_infancia,porcentaje
Quindío,Barreras de acceso a servicios de salud,Departamento,2019,5.4,barreras_acceso_salud,porcentaje
Quindío,Desempleo de larga duración,Departamento,2019,16.5,desempleo_larga_duracion,porcentaje
Quindío,Hacinamiento crítico,Departamento,2019,4.3,hacinamiento_critico,porcentaje
Quindío,Inadecuada eliminación de excretas,Departamento,2019,1.1,excretas_inadecuadas,porcentaje
Quindío,Inasistencia escolar,Departamento,2019,1.9,inasistencia_escolar,porcentaje
Quindío,Material inadecuado de paredes exteriores,Departamento,2019,2.9,paredes_inadecuadas,porcentaje
Quindío,Material inadecuado de pisos,Departamento,2019,0.7,pisos_inadecuados,porcentaje
Quindío,Rezago escolar,Departamento,2019,20.1,rezago_escolar,porcentaje
Quindío,Sin acceso a fuente de agua mejorada,Departamento,2019,2.9,sin_agua_mejorada,porcentaje
Quindío,Sin aseguramiento en salud,Departamento,2019,12.2,sin_aseguramiento_salud,porcentaje
Quindío,Trabajo infantil,Departamento,2019,1.7,trabajo_infantil,porcentaje
Quindío,Trabajo informal,Departamento,2019,68.7,trabajo_informal,porcentaje
Risaralda,Analfabetismo,Departamento,2019,7.3,analfabetismo,porcentaje
Risaralda,Bajo logro educativo,Departamento,2019,47.7,bajo_logro_educativo,porcentaje
Risaralda,Barreras a servicios para cuidado de la primera infancia,Departamento,2019,5.9,cuidado_primera_infancia,porcentaje
Risaralda,Barreras de acceso a servicios de salud,Departamento,2019,3.9,barreras_acceso_salud,porcentaje
Risaralda,Desempleo de larga duración,Departamento,2019,15.7,desempleo_larga_duracion,porcentaje
Risaralda,Hacinamiento crítico,Departamento,2019,3.4,hacinamiento_critico,porcentaje
Risaralda,Inadecuada eliminación de excretas,Departamento,2019,5.8,excretas_inadecuadas,porcentaje
Risaralda,Inasistencia escolar,Departamento,2019,1.9,inasistencia_escolar,porcentaje
Risaralda,Material inadecuado de paredes exteriores,Departamento,2019,1.7,paredes_inadecuadas,porcentaje
Risaralda,Material inadecuado de pisos,Departamento,2019,0.7,pisos_inadecuados,porcentaje
Risaralda,Rezago escolar,Departamento,2019,21.3,rezago_escolar,porcentaje
Risaralda,Sin acceso a fuente de agua mejorada,Departamento,2019,4.8,sin_agua_mejorada,porcentaje
Risaralda,Sin aseguramiento en salud,Departamento,2019,8.4,sin_aseguramiento_salud,porcentaje
Risaralda,Trabajo infantil,Departamento,2019,1.7,trabajo_infantil,porcentaje
Risaralda,Trabajo informal,Departamento,2019,68.5,trabajo_informal,porcentaje
Santander,Analfabetismo,Departamento,2019,7.8,analfabetismo,porcentaje
Santander,Bajo logro educativo,Departamento,2019,46.2,bajo_logro_educativo,porcentaje
Santander,Barreras a servicios para cuidado de la primera infancia,Departamento,2019,8.3,cuidado_primera_infancia,porcentaje
Santander,Barreras de acceso a servicios de salud,Departamento,2019,3.8,barreras_acceso_salud,porcentaje
Santander,Desempleo de larga duración,Departamento,2019,11.2,desempleo_larga_duracion,porcentaje
Santander,Hacinamiento crítico,Departamento,2019,7.7,hacinamiento_critico,porcentaje
Santander,Inadecuada eliminación de excretas,Departamento,2019,7.6,excretas_inadecuadas,porcentaje
Santander,Inasistencia escolar,Departamento,2019,2.2,inasistencia_escolar,porcentaje
Santander,Material inadecuado de paredes exteriores,Departamento,2019,1.2,paredes_inadecuadas,porcentaje
Santander,Material inadecuado de pisos,Departamento,2019,3.7,pisos_inadecuados,porcentaje
Santander,Rezago escolar,Departamento,2019,23.7,rezago_escolar,porcentaje
Santander,Sin acceso a fuente de agua mejorada,Departamento,2019,15.7,sin_agua_mejorada,porcentaje
Santander,Sin aseguramiento en salud,Departamento,2019,10.8,sin_aseguramiento_salud,porcentaje
Santander,Trabajo infantil,Departamento,2019,1.5,trabajo_infantil,porcentaje
Santander,Trabajo informal,Departamento,2019,75.1,trabajo_informal,porcentaje
Sucre,Analfabetismo,Departamento,2019,26.5,analfabetismo,porcentaje
Sucre,Bajo logro educativo,Departamento,2019,58.7,bajo_logro_educativo,porcentaje
Sucre,Barreras a servicios para cuidado de la primera infancia,Departamento,2019,9.0,cuidado_primera_infancia,porcentaje
Sucre,Barreras de acceso a servicios de salud,Departamento,2019,7.4,barreras_acceso_salud,porcentaje
Sucre,Desempleo de larga duración,Departamento,2019,12.5,desempleo_larga_duracion,porcentaje
Sucre,Hacinamiento crítico,Departamento,2019,14.1,hacinamiento_critico,porcentaje
Sucre,Inadecuada eliminación de excretas,Departamento,2019,25.9,excretas_inadecuadas,porcentaje
Sucre,Inasistencia escolar,Departamento,2019,3.5,inasistencia_escolar,porcentaje
Sucre,Material inadecuado de paredes exteriores,Departamento,2019,4.1,paredes_inadecuadas,porcentaje
Sucre,Material inadecuado de pisos,Departamento,2019,21.7,pisos_inadecuados,porcentaje
Sucre,Rezago escolar,Departamento,2019,29.9,rezago_escolar,porcentaje
Sucre,Sin acceso a fuente de agua mejorada,Departamento,2019,12.5,sin_agua_mejorada,porcentaje
Sucre,Sin aseguramiento en salud,Departamento,2019,9.7,sin_aseguramiento_salud,porcentaje
Sucre,Trabajo infantil,Departamento,2019,2.4,trabajo_infantil,porcentaje
Sucre,Trabajo informal,Departamento,2019,90.0,trabajo_informal,porcentaje
Tolima,Analfabetismo,Departamento,2019,9.3,analfabetismo,porcentaje
Tolima,Bajo logro educativo,Departamento,2019,50.5,bajo_logro_educativo,porcentaje
Tolima,Barreras a servicios para cuidado de la primera infancia,Departamento,2019,5.0,cuidado_primera_infancia,porcentaje
Tolima,Barreras de acceso a servicios de salud,Departamento,2019,5.2,barreras_acceso_salud,porcentaje
Tolima,Desempleo de larga duración,Departamento,2019,17.3,desempleo_larga_duracion,porcentaje
Tolima,Hacinamiento crítico,Departamento,2019,5.5,hacinamiento_critico,porcentaje
Tolima,Inadecuada eliminación de excretas,Departamento,2019,8.8,excretas_inadecuadas,porcentaje
Tolima,Inasistencia escolar,Departamento,2019,1.7,inasistencia_escolar,porcentaje
Tolima,Material inadecuado de paredes exteriores,Departamento,2019,1.5,paredes_inadecuadas,porcentaje
Tolima,Material inadecuado de pisos,Departamento,2019,4.9,pisos_inadecuados,porcentaje
Tolima,Rezago escolar,Departamento,2019,21.5,rezago_escolar,porcentaje
Tolima,Sin acceso a fuente de agua mejorada,Departamento,2019,14.2,sin_agua_mejorada,porcentaje
Tolima,Sin aseguramiento en salud,Departamento,2019,7.3,sin_aseguramiento_salud,porcentaje
Tolima,Trabajo infantil,Departamento,2019,2.1,trabajo_infantil,porcentaje
Tolima,Trabajo informal,Departamento,2019,77.0,trabajo_informal,porcentaje
Valle del Cauca,Analfabetismo,Departamento,2019,7.1,analfabetismo,porcentaje
Valle del Cauca,Bajo logro educativo,Departamento,2019,42.3,bajo_logro_educativo,porcentaje
Valle del Cauca,Barreras a servicios para cuidado de la primera infancia,Departamento,2019,5.9,cuidado_primera_infancia,porcentaje
Valle del Cauca,Barreras de acceso a servicios de salud,Departamento,2019,2.4,barreras_acceso_salud,porcentaje
Valle del Cauca,Desempleo de larga duración,Departamento,2019,15.0,desempleo_larga_duracion,porcentaje
Valle del Cauca,Hacinamiento crítico,Departamento,2019,4.6,hacinamiento_critico,porcentaje
Valle del Cauca,Inadecuada eliminación de excretas,Departamento,2019,6.0,excretas_inadecuadas,porcentaje
Valle del Cauca,Inasistencia escolar,Departamento,2019,1.9,inasistencia_escolar,porcentaje
Valle del Cauca,Material inadecuado de paredes exteriores,Departamento,2019,1.2,paredes_inadecuadas,porcentaje
Valle del Cauca,Material inadecuado de pisos,Departamento,2019,0.5,pisos_inadecuados,porcentaje
Valle del Cauca,Rezago escolar,Departamento,2019,21.7,rezago_escolar,porcentaje
Valle del Cauca,Sin acceso a fuente de agua mejorada,Departamento,2019,4.9,sin_agua_mejorada,porcentaje
Valle del Cauca,Sin aseguramiento en salud,Departamento,2019,9.9,sin_aseguramiento_salud,porcentaje
Valle del Cauca,Trabajo infantil,Departamento,2019,1.7,trabajo_infantil,porcentaje
Valle del Cauca,Trabajo informal,Departamento,2019,69.9,trabajo_informal,porcentaje
Arauca,Analfabetismo,Departamento,2019,10.8,analfabetismo,porcentaje
Arauca,Bajo logro educativo,Departamento,2019,59.0,bajo_logro_educativo,porcentaje
Arauca,Barreras a servicios para cuidado de la primera infancia,Departamento,2019,11.0,cuidado_primera_infancia,porcentaje
Arauca,Barreras de acceso a servicios de salud,Departamento,2019,0.9,barreras_acceso_salud,porcentaje
Arauca,Desempleo de larga duración,Departamento,2019,11.1,desempleo_larga_duracion,porcentaje
Arauca,Hacinamiento crítico,Departamento,2019,9.8,hacinamiento_critico,porcentaje
Arauca,Inadecuada eliminación de excretas,Departamento,2019,10.4,excretas_inadecuadas,porcentaje
Arauca,Inasistencia escolar,Departamento,2019,5.4,inasistencia_escolar,porcentaje
Arauca,Material inadecuado de paredes exteriores,Departamento,2019,11.8,paredes_inadecuadas,porcentaje
Arauca,Material inadecuado de pisos,Departamento,2019,13.6,pisos_inadecuados,porcentaje
Arauca,Rezago escolar,Departamento,2019,25.3,rezago_escolar,porcentaje
Arauca,Sin acceso a fuente de agua mejorada,Departamento,2019,6.8,sin_agua_mejorada,porcentaje
Arauca,Sin aseguramiento en salud,Departamento,2019,20.0,sin_aseguramiento_salud,porcentaje
Arauca,Trabajo infantil,Departamento,2019,0.8,trabajo_infantil,porcentaje
Arauca,Trabajo informal,Departamento,2019,90.6,trabajo_informal,porcentaje
Casanare,Analfabetismo,Departamento,2019,8.4,analfabetismo,porcentaje
Casanare,Bajo logro educativo,Departamento,2019,53.7,bajo_logro_educativo,porcentaje
Casanare,Barreras a servicios para cuidado de la primera infancia,Departamento,2019,8.2,cuidado_primera_infancia,porcentaje
Casanare,Barreras de acceso a servicios de salud,Departamento,2019,3.6,barreras_acceso_salud,porcentaje
Casanare,Desempleo de larga duración,Departamento,2019,8.6,desempleo_larga_duracion,porcentaje
Casanare,Hacinamiento crítico,Departamento,2019,9.7,hacinamiento_critico,porcentaje
Casanare,Inadecuada eliminación de excretas,Departamento,2019,6.9,excretas_inadecuadas,porcentaje
Casanare,Inasistencia escolar,Departamento,2019,4.1,inasistencia_escolar,porcentaje
Casanare,Material inadecuado de paredes exteriores,Departamento,2019,4.6,paredes_inadecuadas,porcentaje
Casanare,Material inadecuado de pisos,Departamento,2019,6.4,pisos_inadecuados,porcentaje
Casanare,Rezago escolar,Departamento,2019,27.1,rezago_escolar,porcentaje
Casanare,Sin acceso a fuente de agua mejorada,Departamento,2019,8.4,sin_agua_mejorada,porcentaje
Casanare,Sin aseguramiento en salud,Departamento,2019,11.1,sin_aseguramiento_salud,porcentaje
Casanare,Trabajo infantil,Departamento,2019,1.9,trabajo_infantil,porcentaje
Casanare,Trabajo informal,Departamento,2019,80.9,trabajo_informal,porcentaje
Putumayo,Analfabetismo,Departamento,2019,10.4,analfabetismo,porcentaje
Putumayo,Bajo logro educativo,Departamento,2019,62.9,bajo_logro_educativo,porcentaje
Putumayo,Barreras a servicios para cuidado de la primera infancia,Departamento,2019,6.9,cuidado_primera_infancia,porcentaje
Putumayo,Barreras de acceso a servicios de salud,Departamento,2019,5.7,barreras_acceso_salud,porcentaje
